date,T2M,T2M_MAX,T2M_MIN,RH2M,WS10M,PRECTOTCORR,PS,ALLSKY_SFC_SW_DWN
2011-12-30,18.81,28.12,10.67,50.25,3.2,0.0,94.17,17.23
2011-12-31,21.18,29.42,14.9,71.89,3.56,0.0,94.07,17.21
2012-01-01,21.2,28.53,16.0,74.6,3.16,0.0,94.01,15.14
2012-01-02,20.17,28.97,13.81,67.53,2.67,0.0,94.06,16.89
2012-01-03,20.58,28.67,15.71,64.51,2.3,0.0,94.1,17.67
2012-01-04,20.57,29.32,15.39,61.4,1.99,0.0,94.13,18.17
2012-01-05,19.99,30.13,12.28,52.74,2.99,0.0,94.24,17.62
2012-01-06,19.95,29.05,13.82,55.01,2.85,0.0,94.32,18.35
2012-01-07,19.24,27.71,14.54,52.78,2.62,0.0,94.39,19.21
2012-01-08,17.6,26.49,11.62,60.2,3.02,0.0,94.39,19.01
2012-01-09,15.62,26.13,7.69,46.82,3.23,0.0,94.27,19.32
2012-01-10,16.62,26.35,8.49,48.63,3.13,0.0,94.22,18.41
2012-01-11,17.68,26.95,11.12,47.35,4.59,0.0,94.29,18.09
2012-01-12,17.6,26.65,11.29,41.37,4.85,0.0,94.34,18.84
2012-01-13,17.47,26.63,10.28,41.0,4.1,0.0,94.39,18.43
2012-01-14,18.07,26.82,9.87,37.38,3.18,0.0,94.28,18.66
2012-01-15,18.03,27.95,9.49,42.56,2.64,0.0,94.11,19.15
2012-01-16,18.24,28.51,10.67,49.26,2.72,0.0,93.99,19.58
2012-01-17,17.9,27.88,11.28,58.51,2.85,0.0,93.91,19.76
2012-01-18,16.49,24.88,10.74,80.23,3.29,0.0,93.89,19.02
2012-01-19,15.79,24.18,9.9,76.92,2.61,0.0,93.93,19.1
2012-01-20,16.4,26.23,8.74,64.23,2.44,0.0,94.01,20.21
2012-01-21,17.31,28.7,8.51,51.4,3.59,0.0,94.01,19.33
2012-01-22,18.33,26.93,12.59,69.47,2.49,0.0,94.13,17.49
2012-01-23,18.34,28.13,11.05,70.53,2.65,0.0,94.16,18.06
2012-01-24,19.35,28.47,12.45,56.41,2.9,0.0,94.09,16.74
2012-01-25,19.62,28.35,13.88,58.13,3.13,0.0,94.02,17.69
2012-01-26,18.34,26.93,11.69,60.66,2.45,0.0,94.11,19.0
2012-01-27,19.24,29.26,12.08,58.9,3.25,0.0,94.04,19.46
2012-01-28,17.66,26.89,11.61,58.07,3.03,0.0,94.03,19.71
2012-01-29,16.34,26.96,8.22,42.09,2.99,0.0,94.02,20.65
2012-01-30,18.32,29.53,9.26,48.47,3.09,0.0,94.07,19.22
2012-01-31,21.1,30.12,14.79,52.78,2.78,0.0,94.2,17.98
2012-02-01,21.08,29.75,13.93,50.16,3.62,0.0,94.27,19.74
2012-02-02,21.61,30.03,14.71,48.8,3.36,0.0,94.32,19.2
2012-02-03,21.44,30.61,14.0,46.78,3.36,0.0,94.29,18.78
2012-02-04,21.2,30.83,14.07,49.1,3.16,0.0,94.17,19.25
2012-02-05,21.14,31.24,13.58,52.15,2.77,0.0,94.13,19.71
2012-02-06,21.12,31.79,13.58,50.72,3.57,0.0,94.09,19.81
2012-02-07,20.21,30.79,13.5,47.57,3.71,0.0,94.06,19.86
2012-02-08,17.34,27.65,10.46,32.32,3.47,0.0,94.09,20.29
2012-02-09,17.61,30.42,8.57,24.11,3.5,0.0,94.0,22.49
2012-02-10,19.88,32.08,10.3,29.7,3.61,0.0,93.94,22.24
2012-02-11,21.28,32.51,12.87,40.36,3.73,0.0,93.97,21.48
2012-02-12,21.5,31.99,13.79,46.25,2.76,0.0,94.01,21.75
2012-02-13,22.41,32.48,16.14,41.9,2.3,0.0,94.08,21.89
2012-02-14,21.84,33.04,13.39,47.95,3.17,0.0,94.14,21.53
2012-02-15,21.02,30.7,14.81,40.67,3.61,0.0,94.07,21.55
2012-02-16,19.55,29.88,11.72,38.01,3.3,0.0,93.96,22.85
2012-02-17,21.05,32.53,10.77,32.42,2.86,0.0,93.95,22.49
2012-02-18,24.02,33.9,14.8,39.36,2.86,0.0,94.05,20.93
2012-02-19,24.74,34.63,16.58,38.84,2.44,0.0,94.13,21.04
2012-02-20,25.16,35.19,16.69,36.06,2.86,0.0,94.04,21.43
2012-02-21,24.73,35.29,15.93,30.85,2.8,0.0,93.93,22.27
2012-02-22,24.27,35.06,15.42,29.04,3.12,0.0,93.91,22.32
2012-02-23,24.14,34.85,15.13,29.27,3.11,0.0,93.93,22.79
2012-02-24,24.21,35.12,15.17,30.47,3.11,0.0,93.86,22.6
2012-02-25,24.37,35.27,15.57,27.61,3.06,0.0,93.77,22.29
2012-02-26,25.09,36.42,15.63,27.84,3.25,0.0,93.76,22.79
2012-02-27,24.83,36.05,16.08,28.66,3.22,0.0,93.8,22.4
2012-02-28,23.95,34.05,16.6,26.87,3.69,0.0,93.72,23.42
2012-02-29,22.17,32.36,15.47,35.93,3.19,0.0,93.72,24.48
2012-03-01,20.95,30.99,13.94,45.38,3.38,0.0,93.83,24.96
2012-03-02,20.17,31.3,12.35,55.86,3.27,0.0,93.81,24.74
2012-03-03,22.02,33.29,14.03,60.41,2.84,0.0,93.76,23.79
2012-03-04,24.28,36.0,14.23,39.43,2.66,0.0,93.87,24.17
2012-03-05,25.18,36.59,15.44,28.51,2.96,0.0,93.86,24.44
2012-03-06,24.04,34.8,16.12,35.75,3.62,0.0,93.85,24.21
2012-03-07,21.4,32.88,13.32,54.17,3.76,0.0,93.76,24.98
2012-03-08,20.15,30.0,11.87,56.65,3.75,0.0,93.81,25.25
2012-03-09,20.54,31.84,11.56,44.76,3.02,0.0,93.78,25.95
2012-03-10,21.91,34.39,10.89,22.43,3.18,0.0,93.68,25.57
2012-03-11,23.31,34.95,14.14,29.25,3.38,0.0,93.72,24.22
2012-03-12,24.05,35.07,15.62,35.26,2.98,0.0,94.04,24.03
2012-03-13,24.8,35.22,15.56,23.05,3.04,0.0,94.17,25.59
2012-03-14,25.81,36.69,16.94,17.8,3.79,0.0,94.2,25.33
2012-03-15,26.18,37.15,15.88,17.41,2.65,0.0,94.11,25.37
2012-03-16,26.95,37.93,17.3,20.94,2.36,0.0,94.08,24.69
2012-03-17,27.22,37.77,18.8,24.16,3.71,0.0,94.05,25.17
2012-03-18,27.35,38.25,18.86,21.37,3.68,0.0,94.07,25.18
2012-03-19,27.18,38.39,17.95,20.29,3.39,0.0,94.08,25.71
2012-03-20,27.71,39.16,17.75,20.4,3.32,0.0,94.01,25.76
2012-03-21,27.75,38.96,18.33,18.27,3.4,0.0,93.93,24.41
2012-03-22,27.57,38.95,17.52,14.66,3.11,0.0,93.98,24.16
2012-03-23,27.82,38.75,18.06,12.94,3.25,0.0,94.03,23.73
2012-03-24,28.19,39.35,18.25,13.08,3.46,0.0,94.06,24.81
2012-03-25,27.9,38.98,17.77,13.55,3.02,0.0,94.03,25.79
2012-03-26,28.6,38.9,17.65,14.52,2.65,0.0,94.01,24.19
2012-03-27,28.87,38.54,20.44,22.0,2.09,0.0,94.06,23.76
2012-03-28,28.76,38.7,20.89,27.61,2.63,0.0,94.2,22.94
2012-03-29,29.01,39.52,20.04,34.03,3.08,0.0,94.14,23.13
2012-03-30,27.86,37.43,20.54,39.29,3.31,0.0,94.02,23.57
2012-03-31,27.82,38.29,18.9,46.41,3.05,0.0,94.02,25.09
2012-04-01,29.78,39.5,20.44,29.91,2.38,0.0,93.96,23.46
2012-04-02,30.58,39.79,24.05,30.99,2.3,0.0,94.03,23.23
2012-04-03,29.63,38.89,22.35,38.6,3.17,0.0,94.18,23.54
2012-04-04,29.19,38.96,20.74,47.04,3.45,0.33,94.13,23.44
2012-04-05,28.4,38.43,20.17,48.03,3.74,0.01,93.99,25.55
2012-04-06,27.35,37.51,18.87,39.79,3.93,0.0,93.88,26.92
2012-04-07,27.78,38.94,18.99,39.38,3.43,0.0,93.78,27.3
2012-04-08,28.9,40.37,19.12,40.39,3.04,0.0,93.74,26.78
2012-04-09,29.26,40.22,20.37,39.94,3.38,0.0,93.82,25.63
2012-04-10,28.75,38.7,21.11,50.02,3.51,0.0,93.87,26.23
2012-04-11,27.72,36.55,20.82,50.96,3.4,0.0,93.82,24.35
2012-04-12,27.38,35.79,20.6,44.16,3.61,0.01,93.81,24.34
2012-04-13,27.29,37.03,19.7,44.52,3.44,0.01,93.77,25.09
2012-04-14,28.75,38.34,19.64,41.62,2.89,0.0,93.83,24.45
2012-04-15,30.58,38.93,23.14,29.92,3.72,0.07,93.85,24.6
2012-04-16,30.78,39.31,24.31,30.33,3.32,1.26,93.79,24.0
2012-04-17,28.95,37.08,22.77,41.89,3.51,1.51,93.73,21.4
2012-04-18,27.66,36.05,21.42,44.69,3.16,0.0,93.72,24.46
2012-04-19,27.12,33.14,22.63,44.96,2.27,1.47,93.82,21.35
2012-04-20,29.28,36.89,22.21,40.17,2.39,0.7,93.85,23.37
2012-04-21,30.16,35.88,25.04,38.78,2.82,0.08,93.89,25.14
2012-04-22,30.01,39.35,22.17,39.04,3.98,0.0,93.64,26.36
2012-04-23,28.49,38.71,20.24,36.9,3.92,0.0,93.61,28.24
2012-04-24,27.53,38.54,17.73,47.94,3.64,0.0,93.72,27.8
2012-04-25,28.31,38.92,18.48,45.43,3.87,0.0,93.72,26.11
2012-04-26,29.25,39.17,20.31,37.83,3.78,0.0,93.74,25.34
2012-04-27,29.76,39.13,21.59,29.68,4.08,0.0,93.73,26.69
2012-04-28,29.32,39.41,20.9,35.53,4.25,0.0,93.64,26.26
2012-04-29,28.19,38.2,19.59,47.09,4.52,0.0,93.62,27.3
2012-04-30,28.02,37.81,20.29,53.37,4.56,0.0,93.6,27.49
2012-05-01,27.36,37.17,19.51,53.53,4.13,0.0,93.69,26.91
2012-05-02,27.57,37.05,19.94,52.49,4.29,0.0,93.8,27.03
2012-05-03,27.9,38.36,20.06,54.74,4.48,0.0,93.74,27.57
2012-05-04,27.23,37.44,19.99,58.43,4.79,0.0,93.66,27.33
2012-05-05,26.9,36.35,20.32,60.0,5.19,0.0,93.74,26.54
2012-05-06,26.64,34.88,20.84,58.18,5.0,0.0,93.91,26.63
2012-05-07,27.82,37.63,20.76,57.05,4.7,0.0,93.79,27.05
2012-05-08,29.2,39.11,21.82,54.79,4.55,0.03,93.74,26.02
2012-05-09,29.02,38.58,22.86,56.31,4.61,0.52,93.85,25.0
2012-05-10,28.8,38.6,22.39,58.27,4.69,0.24,93.95,26.41
2012-05-11,29.44,38.77,22.67,54.09,4.93,0.1,93.77,26.23
2012-05-12,28.07,37.18,22.13,59.76,4.93,1.18,93.67,25.26
2012-05-13,27.92,37.46,20.99,52.33,4.28,0.0,93.72,27.17
2012-05-14,28.18,37.92,20.54,54.2,4.07,0.0,93.72,27.68
2012-05-15,28.92,38.54,21.66,55.85,4.69,0.0,93.83,26.76
2012-05-16,28.47,37.58,22.08,56.34,4.94,0.0,93.74,27.54
2012-05-17,28.55,37.81,20.67,54.57,4.99,0.0,93.69,28.0
2012-05-18,28.81,38.4,20.32,50.9,4.8,0.0,93.75,28.43
2012-05-19,29.04,38.39,21.59,53.5,5.1,0.0,93.81,27.86
2012-05-20,29.32,39.84,21.38,56.58,5.18,0.0,93.7,27.69
2012-05-21,28.72,38.06,22.25,56.26,5.06,0.0,93.69,28.09
2012-05-22,28.37,38.16,21.38,58.61,5.43,0.0,93.71,27.73
2012-05-23,28.73,38.23,22.01,58.96,5.57,0.0,93.72,26.82
2012-05-24,28.89,38.75,21.94,56.67,5.59,0.0,93.69,27.38
2012-05-25,28.49,37.27,22.4,57.88,5.83,0.0,93.66,26.78
2012-05-26,28.73,37.57,22.39,58.87,6.03,0.0,93.67,25.8
2012-05-27,28.66,37.11,22.95,58.84,6.08,0.0,93.68,25.23
2012-05-28,28.86,37.56,22.75,57.98,5.58,0.0,93.66,21.47
2012-05-29,28.82,36.79,23.22,56.79,5.49,0.0,93.69,24.79
2012-05-30,27.75,35.91,22.06,60.83,6.08,0.0,93.65,25.65
2012-05-31,27.46,35.75,21.93,61.08,5.8,0.0,93.5,26.99
2012-06-01,27.95,36.2,21.85,59.53,5.66,0.0,93.53,26.61
2012-06-02,28.29,35.94,23.02,62.6,5.89,0.0,93.54,25.34
2012-06-03,28.31,35.93,22.82,62.12,5.73,0.0,93.47,25.06
2012-06-04,28.92,36.7,23.24,61.77,4.93,0.06,93.42,25.33
2012-06-05,27.2,32.09,23.75,68.24,4.12,0.75,93.4,15.1
2012-06-06,25.58,31.07,22.49,68.88,4.11,6.85,93.34,9.09
2012-06-07,25.63,31.76,21.17,68.45,3.75,4.8,93.43,19.36
2012-06-08,25.71,31.67,21.43,68.36,3.89,2.8,93.6,17.85
2012-06-09,26.05,31.81,22.25,72.86,5.73,2.04,93.67,20.22
2012-06-10,25.88,30.46,22.92,74.55,6.35,1.06,93.6,13.54
2012-06-11,26.41,31.99,22.81,75.89,6.33,2.71,93.35,18.89
2012-06-12,26.82,32.27,23.66,75.14,4.65,0.16,93.22,18.34
2012-06-13,26.77,32.85,23.14,69.87,5.25,0.18,93.36,22.83
2012-06-14,27.23,34.99,21.41,62.72,5.26,1.45,93.45,22.51
2012-06-15,26.3,32.22,22.23,70.84,5.95,1.99,93.5,17.18
2012-06-16,25.19,29.92,22.63,78.11,6.15,7.45,93.46,16.06
2012-06-17,23.54,25.74,22.02,85.55,7.86,32.55,93.38,7.62
2012-06-18,24.44,27.29,22.15,87.31,7.91,10.08,93.47,13.56
2012-06-19,24.6,26.99,22.95,86.46,7.82,2.93,93.56,19.04
2012-06-20,24.99,28.98,22.31,80.84,7.36,0.34,93.52,20.36
2012-06-21,25.51,30.42,22.4,78.92,6.73,0.14,93.58,21.37
2012-06-22,25.8,30.72,22.63,77.38,6.09,0.09,93.59,21.1
2012-06-23,25.78,30.56,22.44,77.53,5.62,3.07,93.53,21.2
2012-06-24,24.92,28.29,23.26,84.76,5.93,12.05,93.43,13.54
2012-06-25,25.64,29.63,23.12,82.56,6.46,5.47,93.58,18.44
2012-06-26,25.75,29.74,23.53,81.52,6.46,3.07,93.64,17.11
2012-06-27,25.47,29.37,22.42,81.09,6.81,11.62,93.63,15.59
2012-06-28,23.47,26.9,20.33,81.04,5.46,8.48,93.63,12.95
2012-06-29,24.25,30.0,20.02,77.93,4.27,4.16,93.48,17.98
2012-06-30,24.49,29.9,21.48,79.86,4.51,13.14,93.39,19.14
2012-07-01,24.91,30.24,21.49,81.22,4.16,11.03,93.19,18.67
2012-07-02,23.97,26.51,21.24,89.6,4.98,11.65,92.98,17.47
2012-07-03,23.41,26.84,20.67,88.04,6.71,22.9,93.02,12.01
2012-07-04,23.55,25.46,21.59,87.83,8.97,15.57,92.95,8.25
2012-07-05,23.91,26.15,21.84,86.58,7.13,7.61,93.26,12.24
2012-07-06,24.44,27.06,22.92,87.87,6.18,11.15,93.34,11.42
2012-07-07,24.11,26.91,22.5,88.46,5.83,5.0,93.27,14.67
2012-07-08,24.97,28.79,22.29,84.68,5.88,6.3,93.24,12.13
2012-07-09,24.55,27.37,22.78,86.91,5.19,7.06,93.26,12.64
2012-07-10,24.67,28.16,22.35,84.11,4.8,3.18,93.3,16.87
2012-07-11,24.54,28.97,21.68,81.51,5.58,5.58,93.39,14.93
2012-07-12,24.41,28.17,21.78,85.03,5.88,11.43,93.5,14.03
2012-07-13,24.64,28.93,22.01,84.1,5.64,4.45,93.54,13.22
2012-07-14,24.4,28.03,22.14,84.56,5.9,2.75,93.46,14.06
2012-07-15,24.21,27.83,21.97,84.98,5.6,3.29,93.5,14.91
2012-07-16,24.21,27.25,22.19,86.31,4.57,6.22,93.61,13.7
2012-07-17,24.31,27.4,22.13,87.53,4.46,14.45,93.67,15.51
2012-07-18,24.28,26.8,22.86,87.29,7.59,21.89,93.59,7.63
2012-07-19,24.07,27.02,22.52,87.53,9.01,18.37,93.5,7.11
2012-07-20,24.41,28.23,22.23,85.84,8.07,9.08,93.38,9.62
2012-07-21,24.08,26.87,22.6,88.82,6.66,2.67,93.44,11.09
2012-07-22,23.96,27.17,22.3,88.95,6.65,2.22,93.44,8.61
2012-07-23,24.34,27.47,22.35,86.68,7.06,2.71,93.32,11.69
2012-07-24,24.31,28.68,21.92,86.49,7.61,3.45,93.3,11.84
2012-07-25,24.27,27.16,22.46,87.47,7.18,3.35,93.43,10.3
2012-07-26,23.75,26.27,22.51,88.64,7.96,6.43,93.47,5.65
2012-07-27,24.59,28.2,22.43,85.5,7.28,2.79,93.35,11.58
2012-07-28,24.19,27.01,22.68,86.44,7.92,3.02,93.39,8.27
2012-07-29,23.99,26.99,22.55,87.6,7.52,10.32,93.55,11.19
2012-07-30,24.21,27.48,22.28,86.81,8.46,25.25,93.59,11.89
2012-07-31,23.24,24.27,22.65,94.37,8.41,84.78,93.55,6.03
2012-08-01,23.47,25.8,22.03,89.83,7.49,32.73,93.63,11.4
2012-08-02,23.18,26.34,20.54,87.66,7.19,7.54,93.7,11.65
2012-08-03,23.38,25.62,22.1,89.84,8.31,6.87,93.5,9.0
2012-08-04,23.31,25.82,21.87,89.39,8.29,6.26,93.42,9.12
2012-08-05,23.25,26.09,21.34,89.46,7.84,1.95,93.5,10.66
2012-08-06,23.4,25.64,21.92,91.31,7.68,7.05,93.51,8.22
2012-08-07,23.87,26.96,22.26,89.09,7.37,8.71,93.5,10.37
2012-08-08,23.87,27.08,22.0,88.36,8.13,8.71,93.62,12.15
2012-08-09,23.88,26.82,22.34,88.55,8.74,11.28,93.54,10.05
2012-08-10,23.4,25.58,22.42,92.01,8.07,10.92,93.39,12.18
2012-08-11,23.79,27.14,22.08,88.36,7.15,4.01,93.41,9.71
2012-08-12,24.03,27.71,21.85,87.71,6.88,5.89,93.43,8.68
2012-08-13,23.95,27.82,21.55,86.85,6.85,2.08,93.48,15.06
2012-08-14,23.82,27.56,21.48,87.2,6.43,0.8,93.57,13.3
2012-08-15,23.77,27.72,21.39,86.65,6.72,0.94,93.68,14.14
2012-08-16,23.59,27.36,21.31,86.98,5.64,0.29,93.67,16.26
2012-08-17,23.19,26.67,21.11,87.61,5.08,0.68,93.65,15.96
2012-08-18,23.3,27.21,20.95,88.65,5.82,17.31,93.59,14.2
2012-08-19,23.2,25.97,21.76,89.79,6.33,16.43,93.45,8.6
2012-08-20,23.58,27.51,21.56,87.58,5.98,3.12,93.41,13.11
2012-08-21,23.23,26.2,21.46,88.32,5.1,0.88,93.57,14.21
2012-08-22,23.7,27.78,21.24,88.02,4.13,5.5,93.61,16.05
2012-08-23,24.06,28.55,20.74,85.8,3.78,1.56,93.74,19.99
2012-08-24,24.08,28.62,20.44,85.45,3.29,0.01,93.76,19.97
2012-08-25,23.75,27.77,20.99,86.08,3.85,2.13,93.72,18.62
2012-08-26,23.75,26.69,21.63,88.33,5.43,8.08,93.65,13.1
2012-08-27,23.37,25.22,22.43,92.5,7.34,20.74,93.47,6.39
2012-08-28,23.63,25.8,22.48,92.3,6.05,10.99,93.46,9.85
2012-08-29,24.21,27.9,22.2,90.94,4.75,28.18,93.43,13.84
2012-08-30,23.66,26.48,22.03,90.07,3.24,21.4,93.37,13.82
2012-08-31,23.74,27.43,21.42,91.22,3.22,17.88,93.24,12.57
2012-09-01,23.88,27.8,21.63,89.96,4.09,7.98,93.31,15.76
2012-09-02,24.36,27.01,22.24,90.62,5.64,7.98,93.38,13.24
2012-09-03,23.8,25.27,22.96,94.84,5.67,33.16,93.29,4.25
2012-09-04,23.43,24.98,22.5,94.03,6.61,26.35,93.29,7.78
2012-09-05,23.21,24.96,22.41,93.64,6.75,14.23,93.37,9.33
2012-09-06,23.77,26.71,21.95,90.85,7.54,9.11,93.49,12.1
2012-09-07,23.84,27.74,21.34,89.54,6.78,2.71,93.5,11.6
2012-09-08,23.9,27.95,21.58,89.51,6.74,6.32,93.5,12.79
2012-09-09,23.8,27.31,21.63,90.07,5.95,7.89,93.58,12.57
2012-09-10,23.44,25.93,22.18,91.76,5.77,18.56,93.62,8.25
2012-09-11,23.02,25.22,21.7,92.2,5.63,8.98,93.6,7.24
2012-09-12,23.22,26.68,21.08,90.06,5.19,0.88,93.65,14.08
2012-09-13,23.08,26.72,20.56,89.82,5.35,1.87,93.75,13.15
2012-09-14,23.1,26.33,21.16,89.73,5.79,3.97,93.7,13.4
2012-09-15,23.24,26.9,21.37,89.41,6.17,3.08,93.61,12.5
2012-09-16,23.22,26.86,21.18,89.06,5.6,0.98,93.61,15.22
2012-09-17,23.1,27.24,20.33,88.19,4.29,0.27,93.69,16.25
2012-09-18,22.86,26.97,19.67,88.21,3.51,0.57,93.74,16.69
2012-09-19,22.81,27.27,19.36,87.61,2.38,7.12,93.71,15.96
2012-09-20,22.91,27.5,19.72,88.64,2.92,3.15,93.78,17.44
2012-09-21,22.86,26.96,20.29,89.29,3.04,1.87,93.82,10.84
2012-09-22,22.24,25.44,20.26,90.08,3.11,1.15,93.94,15.89
2012-09-23,22.06,26.89,19.02,86.35,2.8,0.12,93.92,20.79
2012-09-24,21.46,26.19,17.94,88.09,3.15,1.69,93.93,23.17
2012-09-25,21.7,26.53,17.77,87.72,2.93,0.83,93.95,21.91
2012-09-26,22.81,28.44,18.64,84.43,2.64,0.01,94.07,22.35
2012-09-27,23.43,28.73,19.06,84.7,2.79,0.0,94.07,19.49
2012-09-28,23.34,28.36,19.25,83.76,2.84,0.04,94.01,14.78
2012-09-29,23.98,29.01,19.58,82.64,2.46,0.92,93.88,20.12
2012-09-30,24.1,28.82,20.53,84.72,2.42,19.15,93.8,17.67
2012-10-01,24.44,28.09,21.38,87.04,2.1,29.82,93.73,14.16
2012-10-02,23.77,26.42,21.76,92.6,1.83,13.26,93.67,14.91
2012-10-03,23.66,27.01,21.67,89.81,2.11,10.73,93.7,15.07
2012-10-04,23.25,26.82,20.81,91.35,2.46,27.69,93.7,11.18
2012-10-05,23.35,27.1,20.66,90.14,2.18,25.15,93.82,11.43
2012-10-06,23.56,26.47,21.73,93.76,2.71,21.94,93.9,16.1
2012-10-07,23.55,26.08,22.05,93.83,2.19,11.67,93.88,11.94
2012-10-08,23.26,25.88,21.81,90.9,2.58,6.01,93.89,20.38
2012-10-09,24.09,28.47,20.7,82.47,1.68,2.01,93.84,19.29
2012-10-10,23.65,29.02,19.15,81.09,2.12,2.17,93.89,19.92
2012-10-11,23.48,28.85,18.99,79.41,2.41,0.23,93.93,20.6
2012-10-12,23.34,29.69,17.92,73.72,2.1,0.0,93.96,21.07
2012-10-13,23.5,29.56,18.3,73.92,2.14,0.0,93.99,21.14
2012-10-14,23.22,29.09,17.72,71.35,2.39,0.0,94.1,21.68
2012-10-15,23.21,29.31,17.7,72.83,2.45,0.0,94.24,21.34
2012-10-16,23.19,28.93,18.95,73.78,2.48,0.0,94.31,18.53
2012-10-17,22.8,28.69,17.74,71.11,3.08,0.0,94.26,20.54
2012-10-18,22.76,29.2,17.04,69.02,3.19,0.0,94.16,21.38
2012-10-19,22.63,29.04,17.74,73.38,4.02,0.0,94.15,20.74
2012-10-20,22.27,28.41,17.05,74.04,4.13,0.02,94.14,19.33
2012-10-21,21.96,24.75,19.64,87.03,3.53,0.03,94.18,11.69
2012-10-22,21.99,24.89,19.9,87.47,3.62,0.57,94.18,10.39
2012-10-23,23.49,27.42,20.63,82.73,2.91,0.07,94.11,16.82
2012-10-24,23.51,28.08,20.06,81.6,2.32,9.25,94.04,14.61
2012-10-25,23.51,28.71,19.32,79.93,2.1,0.35,93.97,18.39
2012-10-26,23.44,28.43,20.01,77.75,1.96,4.18,93.91,17.05
2012-10-27,22.83,27.09,19.07,81.84,3.0,0.27,93.97,19.1
2012-10-28,23.15,28.74,18.49,77.27,3.53,0.0,94.06,19.1
2012-10-29,22.15,28.22,16.51,75.37,3.91,0.0,94.04,18.31
2012-10-30,20.21,28.0,13.86,64.19,4.35,0.0,93.96,20.1
2012-10-31,21.17,29.06,14.68,69.84,3.4,0.0,93.88,18.01
2012-11-01,21.8,27.97,16.85,79.29,3.71,0.11,93.75,12.19
2012-11-02,23.15,28.42,19.37,84.67,2.73,1.18,93.68,16.77
2012-11-03,22.9,28.71,18.32,83.52,2.15,0.02,93.79,18.02
2012-11-04,22.91,28.49,18.7,80.92,2.03,0.0,93.86,19.26
2012-11-05,21.69,28.79,15.78,73.56,2.19,0.0,93.85,18.85
2012-11-06,21.74,29.38,15.42,70.28,2.28,0.0,93.92,18.84
2012-11-07,22.12,28.68,17.34,71.61,2.24,0.0,94.0,16.41
2012-11-08,22.02,28.79,16.97,69.31,2.1,0.0,93.94,19.26
2012-11-09,21.73,28.61,15.83,77.28,2.39,0.0,94.02,19.97
2012-11-10,21.97,28.7,16.41,73.6,2.43,0.0,94.11,19.35
2012-11-11,22.06,28.46,17.14,69.52,2.01,0.0,94.11,19.14
2012-11-12,21.93,28.26,16.37,76.9,2.21,0.0,94.09,17.29
2012-11-13,21.7,27.57,17.5,75.0,3.37,0.0,94.23,17.72
2012-11-14,20.85,27.83,14.66,64.49,2.64,0.0,94.1,17.68
2012-11-15,21.14,28.04,16.11,69.28,2.76,0.0,94.09,17.46
2012-11-16,19.67,27.32,14.02,63.39,3.77,0.0,94.21,18.3
2012-11-17,18.43,27.18,11.83,59.99,3.54,0.0,94.16,18.79
2012-11-18,17.96,26.54,11.81,62.24,3.27,0.0,94.09,18.79
2012-11-19,18.19,26.94,11.44,57.91,3.24,0.0,94.04,18.45
2012-11-20,18.93,27.55,11.34,53.05,2.97,0.0,94.07,19.0
2012-11-21,19.82,27.96,12.65,68.31,3.01,0.0,94.1,17.84
2012-11-22,21.3,29.32,14.94,67.36,2.14,0.0,94.07,17.66
2012-11-23,20.67,28.68,14.9,65.82,2.51,0.0,94.09,16.75
2012-11-24,20.97,28.09,15.44,69.76,2.48,0.0,94.04,16.76
2012-11-25,22.01,29.14,15.97,71.23,2.42,0.0,94.11,16.16
2012-11-26,21.85,29.09,16.54,70.71,2.46,0.0,94.15,16.57
2012-11-27,21.87,28.94,16.5,68.98,2.09,0.0,94.13,16.3
2012-11-28,21.5,28.1,17.43,62.83,1.94,0.0,94.12,14.78
2012-11-29,20.09,27.78,15.18,63.28,2.38,0.0,94.04,18.19
2012-11-30,18.86,27.87,11.94,57.67,2.88,0.0,94.1,18.74
2012-12-01,19.43,28.23,13.38,64.06,2.3,0.0,94.03,18.51
2012-12-02,19.67,28.06,12.59,67.41,2.34,0.0,94.08,16.99
2012-12-03,20.8,28.31,15.22,64.36,3.56,0.0,94.1,17.17
2012-12-04,20.7,28.13,14.73,56.1,4.0,0.0,94.09,16.86
2012-12-05,21.7,28.72,14.83,62.0,4.06,0.0,94.09,17.2
2012-12-06,22.09,27.03,18.01,67.63,3.82,0.0,94.2,15.29
2012-12-07,22.56,29.66,16.91,66.17,2.68,0.0,94.17,16.9
2012-12-08,23.01,30.25,17.55,70.81,2.03,0.0,94.11,16.22
2012-12-09,22.08,28.78,17.96,66.1,2.29,0.0,94.05,16.11
2012-12-10,20.7,27.43,16.33,67.83,2.47,0.0,94.02,17.56
2012-12-11,19.06,26.18,14.36,77.23,2.41,0.0,94.1,18.27
2012-12-12,18.65,27.31,12.2,70.02,2.09,0.0,94.08,18.69
2012-12-13,18.41,25.51,14.37,71.13,1.97,0.0,94.13,18.62
2012-12-14,18.07,27.03,12.7,72.3,2.09,0.0,94.28,18.47
2012-12-15,18.87,27.94,11.46,72.24,2.9,0.0,94.35,17.74
2012-12-16,20.88,28.92,14.05,59.41,2.22,0.0,94.38,17.72
2012-12-17,20.67,28.68,14.68,60.0,4.22,0.0,94.36,16.99
2012-12-18,20.44,28.04,15.3,59.1,4.05,0.0,94.37,17.69
2012-12-19,19.63,27.66,13.27,49.27,3.97,0.0,94.22,16.23
2012-12-20,19.82,28.01,12.19,45.35,3.11,0.0,94.03,17.55
